S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
6892,2022081404006302,UMHL,10,16,500,279,139500.00
6893,2022081405001636,JBLB,52,21,10,2735,27350.00
6894,2022081404006301,NIL,14,1,35,702.1,24573.50
6895,2022081403010743,NLBBL,25,38,40,930,37200.00
6896,2022081405001635,NYADI,50,46,10,329,3290.00
6897,2022081404006300,SHEL,58,32,50,285,14250.00
6898,2022081404006299,SHEL,58,58,10,285,2850.00
6899,2022081404006298,SHEL,58,35,10,285,2850.00
6900,2022081404006297,BBC,4,49,10,3701,37010.00
6901,2022081401012846,HHL,34,46,10,316.2,3162.00
6902,2022081401012845,SANIMA,1,8,10,254,2540.00
6903,2022081401012844,BHDC,28,45,10,460.2,4602.00
6904,2022081404006296,NIL,17,11,28,703,19684.00
6905,2022081404006295,HDHPC,25,21,273,220,60060.00
6906,2022081404006294,HDHPC,42,21,50,220,11000.00
6907,2022081404006293,HDHPC,41,21,100,220,22000.00
6908,2022081404006292,HDHPC,41,21,20,220,4400.00
6909,2022081404006291,HDHPC,28,21,200,220,44000.00
6910,2022081404006290,HDHPC,22,21,100,220,22000.00
6911,2022081404006289,HDHPC,1,21,1000,220.1,220100.00
6912,2022081404006288,HDHPC,45,21,500,220.5,110250.00
6913,2022081404006287,HDHPC,32,21,100,220.5,22050.00
6914,2022081404006286,HDHPC,47,21,1000,220.5,220500.00
6915,2022081404006285,HDHPC,10,21,10,220.5,2205.00
6916,2022081404006284,HDHPC,1,21,50,220.5,11025.00
6917,2022081404006283,HDHPC,3,21,500,220.5,110250.00
6918,2022081404006282,HDHPC,50,21,100,220.5,22050.00
6919,2022081404006281,HDHPC,3,21,1000,220.6,220600.00
6920,2022081404006280,HDHPC,47,21,100,221,22100.00
6921,2022081404006279,HDHPC,34,21,20,221,4420.00
6922,2022081404006278,HDHPC,57,21,100,222,22200.00
6923,2022081404006277,HDHPC,36,21,1000,222,222000.00
6924,2022081404006276,HDHPC,55,21,500,222,111000.00
6925,2022081404006275,HDHPC,49,21,20,222,4440.00
6926,2022081404006274,HDHPC,28,21,10,222,2220.00
6927,2022081404006273,HDHPC,55,21,549,222,121878.00
6928,2022081401012843,RFPL,58,48,168,277,46536.00
6929,2022081404006272,HDHPC,28,21,10,222.1,2221.00
6930,2022081404006271,HDHPC,25,21,688,222.1,152804.80
6931,2022081404006270,NGPL,49,51,200,277,55400.00
6932,2022081403010742,NLIC,32,16,10,671,6710.00
6933,2022081401012842,HHL,34,45,10,316.2,3162.00
6934,2022081401012841,KBL,28,46,600,201.3,120780.00
6935,2022081401012840,PCBL,6,18,300,236,70800.00
6936,2022081403010741,ICFC,58,13,11,497,5467.00
6937,2022081401012839,ADBL,45,22,10,318,3180.00
6938,2022081401012838,ADBL,39,22,185,318,58830.00
6939,2022081401012837,PRVU,11,25,100,206.5,20650.00
6940,2022081403010740,SHINE,17,41,40,306.8,12272.00
6941,2022081403010739,BFC,45,52,95,386,36670.00
6942,2022081401012836,GVL,26,58,10,365.1,3651.00
6943,2022081401012835,GVL,26,58,10,365.1,3651.00
6944,2022081404006269,IGI,56,35,50,418.4,20920.00
6945,2022081404006268,PICL,33,57,10,386.2,3862.00
6946,2022081403010738,NUBL,7,57,15,980,14700.00
6947,2022081404006267,GHL,25,19,10,223.8,2238.00
6948,2022081405001634,RULB,20,58,20,1097.1,21942.00
6949,2022081401012834,EBL,44,42,275,498,136950.00
6950,2022081401012833,EBL,19,42,500,498,249000.00
6951,2022081401012832,EBL,6,42,100,498,49800.00
6952,2022081401012831,EBL,32,42,50,498,24900.00
6953,2022081401012830,EBL,34,42,40,498,19920.00
6954,2022081401012829,EBL,49,42,35,498,17430.00
6955,2022081403010737,SFCL,58,45,110,282,31020.00
6956,2022081403010736,SFCL,44,45,90,282.1,25389.00
6957,2022081403010735,RLFL,45,33,370,343,126910.00
6958,2022081403010734,RLFL,16,33,10,343,3430.00
6959,2022081403010733,RLFL,57,33,100,343,34300.00
6960,2022081403010732,RLFL,45,33,120,343,41160.00
6961,2022081403010731,NUBL,7,56,10,980,9800.00
6962,2022081403010730,KRBL,34,46,500,240.1,120050.00
6963,2022081403010729,NIFRA,38,58,54,229,12366.00
6964,2022081403010728,HIDCL,22,48,499,201,100299.00
6965,2022081401012828,BHDC,28,6,10,460.2,4602.00
6966,2022081404006266,PICL,33,13,55,386.2,21241.00
6967,2022081405001633,MBJC,58,45,10,240.1,2401.00
6968,2022081403010727,EDBL,39,33,100,340,34000.00
6969,2022081404006265,UMRH,33,48,10,650,6500.00
6970,2022081403010726,MLBSL,6,17,30,3890,116700.00
6971,2022081405001632,MBJC,58,29,100,240.1,24010.00
6972,2022081403010725,NRIC,39,58,54,741,40014.00
6973,2022081403010724,ICFC,7,22,50,495,24750.00
6974,2022081405001631,TPC,28,48,300,454,136200.00
6975,2022081401012827,HHL,34,21,10,316.2,3162.00
6976,2022081403010723,NABBC,42,58,75,448.1,33607.50
6977,2022081404006264,STC,4,4,10,4050.1,40501.00
6978,2022081401012826,BHL,49,19,10,324.2,3242.00
6979,2022081405001630,SAHAS,44,6,10,525.6,5256.00
6980,2022081401012825,HHL,26,32,10,316.2,3162.00
6981,2022081404006263,RBCL,58,35,10,13705.5,137055.00
6982,2022081404006262,AHPC,33,55,557,345.3,192332.10
6983,2022081404006261,AHPC,46,55,100,345.4,34540.00
6984,2022081401012824,HDL,51,45,10,3530,35300.00
6985,2022081403010722,BFC,45,4,25,386,9650.00
6986,2022081401012823,NABIL,49,58,1,790,790.00
6987,2022081401012822,NABIL,58,58,10,790,7900.00
6988,2022081401012821,NABIL,58,58,10,790,7900.00
6989,2022081401012820,NABIL,58,58,10,790,7900.00
6990,2022081401012819,NABIL,57,58,50,790,39500.00
6991,2022081401012818,NESDO,39,58,10,3191.5,31915.00
6992,2022081401012817,BHDC,28,8,10,460.2,4602.00
6993,2022081401012816,HDL,38,45,25,3530,88250.00
6994,2022081403010721,SMATA,42,55,60,841,50460.00
6995,2022081403010720,NLIC,4,14,100,670.8,67080.00
6996,2022081401012815,HDL,7,45,100,3530,353000.00
6997,2022081401012814,SANIMA,42,45,11,253.2,2785.20
6998,2022081404006260,UIC,50,53,500,381.5,190750.00
6999,2022081404006259,UIC,1,53,230,382,87860.00
7000,2022081401012813,HDL,59,45,50,3530,176500.00
7001,2022081404006258,HDHPC,25,57,12,222.1,2665.20
7002,2022081404006257,AKJCL,14,58,900,209.1,188190.00
7003,2022081404006256,UNHPL,7,38,1415,235,332525.00
7004,2022081404006255,UNHPL,38,38,85,235.1,19983.50
7005,2022081403010719,SDLBSL,19,33,10,1030,10300.00
7006,2022081404006254,NGPL,58,51,29,277,8033.00
7007,2022081401012812,HHL,39,6,10,316.1,3161.00
7008,2022081401012811,RFPL,51,48,12,278,3336.00
7009,2022081401012810,HHL,39,58,10,316.1,3161.00
7010,2022081401012809,NMB,57,53,29,250.5,7264.50
7011,2022081404006253,API,38,47,1000,252,252000.00
7012,2022081403010718,NLIC,37,16,21,671,14091.00
7013,2022081401012808,HDL,21,45,10,3530,35300.00
7014,2022081403010717,NUBL,7,6,50,980,49000.00
7015,2022081403010716,NUBL,49,6,50,980,49000.00
7016,2022081401012807,NMB,1,53,10,251,2510.00
7017,2022081401012806,HDL,54,45,10,3530,35300.00
7018,2022081401012805,MBL,17,16,950,232,220400.00
7019,2022081401012804,GVL,26,38,80,365.1,29208.00
7020,2022081401012803,ADBL,39,19,15,318,4770.00
7021,2022081403010715,JBBL,4,56,99,296,29304.00
7022,2022081403010714,JBBL,48,56,100,296,29600.00
7023,2022081403010713,JBBL,46,56,60,296,17760.00
7024,2022081403010712,JBBL,39,56,100,296.1,29610.00
7025,2022081403010711,JBBL,55,56,157,296.1,46487.70
7026,2022081403010710,JBBL,14,56,200,296.2,59240.00
7027,2022081403010709,JBBL,38,56,284,296.5,84206.00
7028,2022081403010708,ALBSL,58,42,20,1168,23360.00
7029,2022081404006252,API,17,52,762,251.1,191338.20
7030,2022081404006251,API,3,52,100,251.1,25110.00
7031,2022081404006250,API,5,52,500,251.1,125550.00
7032,2022081404006249,API,55,52,50,251.1,12555.00
7033,2022081404006248,API,45,52,100,251.3,25130.00
7034,2022081404006247,API,55,52,100,251.5,25150.00
7035,2022081404006246,API,44,52,200,251.6,50320.00
7036,2022081404006245,API,58,52,188,251.6,47300.80
7037,2022081403010707,NIFRA,46,57,16,229.1,3665.60
7038,2022081403010706,NIFRA,22,57,30,229.2,6876.00
7039,2022081401012802,BHDC,28,41,10,460.2,4602.00
7040,2022081401012801,BHDC,28,58,10,460.2,4602.00
7041,2022081401012800,HHL,39,22,10,316.1,3161.00
7042,2022081403010705,GBBL,42,58,16,389.2,6227.20
7043,2022081401012799,HHL,39,58,10,316.1,3161.00
7044,2022081404006244,RADHI,42,34,10,565,5650.00
7045,2022081401012798,RFPL,47,48,50,278,13900.00
7046,2022081401012797,HHL,39,45,10,316.1,3161.00
7047,2022081403010704,CIT,49,38,10,2107,21070.00
7048,2022081401012796,BHDC,28,45,10,460.2,4602.00
7049,2022081401012795,HDL,52,53,10,3530,35300.00
7050,2022081401012794,HDL,7,53,35,3530,123550.00
7051,2022081401012793,HDL,38,53,10,3531,35310.00
7052,2022081404006243,AKPL,57,11,100,432,43200.00
7053,2022081403010703,NIFRA,46,45,36,229.1,8247.60
7054,2022081403010702,NIFRA,39,45,14,229.1,3207.40
7055,2022081403010701,JSLBB,35,25,10,1889,18890.00
7056,2022081401012792,HHL,39,13,10,316.1,3161.00
7057,2022081401012791,SANIMA,45,8,10,254,2540.00
7058,2022081404006242,UPPER,6,52,105,472.6,49623.00
7059,2022081404006241,UPPER,43,52,200,472.7,94540.00
7060,2022081405001629,MBJC,58,46,100,240.1,24010.00
7061,2022081404006240,AKJCL,34,6,100,210,21000.00
7062,2022081403010700,NIFRA,58,45,46,230,10580.00
7063,2022081403010699,NIFRA,58,35,54,229.2,12376.80
7064,2022081404006239,AHPC,39,59,50,347,17350.00
7065,2022081401012790,SBL,21,34,100,305,30500.00
7066,2022081401012789,SBL,25,34,25,305,7625.00
7067,2022081401012788,SBL,49,34,50,305,15250.00
7068,2022081401012787,SBL,17,34,50,305,15250.00
7069,2022081401012786,SBL,47,34,63,305,19215.00
7070,2022081401012785,BHDC,28,14,10,460.2,4602.00
7071,2022081403010698,SINDU,38,55,15,281,4215.00
7072,2022081403010697,ICFC,58,22,50,495,24750.00
7073,2022081405001628,BNHC,29,1,80,402.1,32168.00
7074,2022081405001627,BNHC,55,1,20,402.1,8042.00
7075,2022081403010696,JBBL,38,49,100,296.5,29650.00
7076,2022081401012784,NABIL,40,57,3,790,2370.00
7077,2022081401012783,NABIL,40,33,47,790,37130.00
7078,2022081401012782,NABIL,4,33,150,790,118500.00
7079,2022081401012781,NABIL,45,33,15,790,11850.00
7080,2022081401012780,NABIL,34,33,20,790,15800.00
7081,2022081401012779,NABIL,49,33,258,790,203820.00
7082,2022081401012778,NABIL,42,33,50,790,39500.00
7083,2022081401012777,NABIL,14,33,20,790,15800.00
7084,2022081401012776,NABIL,32,33,40,790,31600.00
7085,2022081401012775,NABIL,34,33,100,790,79000.00
7086,2022081401012774,NABIL,58,33,30,790,23700.00
7087,2022081401012773,NABIL,32,33,200,790.1,158020.00
7088,2022081401012772,NABIL,14,33,45,790.2,35559.00
7089,2022081401012771,NABIL,45,33,25,790.5,19762.50
7090,2022081401012770,ULBSL,57,50,10,3690,36900.00
7091,2022081403010695,EDBL,57,6,10,340,3400.00
7092,2022081404006238,API,58,13,92,251.6,23147.20
7093,2022081403010694,CLBSL,39,42,500,917.2,458600.00
7094,2022081403010693,CIT,49,38,20,2107,42140.00
7095,2022081404006237,UMHL,10,49,96,279,26784.00
7096,2022081403010692,CIT,14,38,20,2107,42140.00
7097,2022081403010691,CIT,43,38,10,2107.1,21071.00
7098,2022081403010690,CIT,47,38,30,2107.2,63216.00
7099,2022081403010689,CIT,28,38,10,2108,21080.00
7100,2022081403010688,NLIC,33,16,25,671,16775.00
7101,2022081403010687,NLIC,34,16,14,671,9394.00
7102,2022081403010686,NLIC,38,16,20,671,13420.00
7103,2022081401012769,RFPL,19,48,30,278.5,8355.00
7104,2022081403010685,CFCL,20,52,25,323,8075.00
7105,2022081403010684,CFCL,17,52,123,323,39729.00
7106,2022081403010683,NLICL,43,22,93,565,52545.00
7107,2022081403010682,NLICL,50,22,110,565,62150.00
7108,2022081403010681,NLICL,45,22,200,565,113000.00
7109,2022081403010680,NLICL,1,22,10,565,5650.00
7110,2022081403010679,NLICL,19,22,50,565,28250.00
7111,2022081403010678,NLICL,42,22,200,565,113000.00
7112,2022081403010677,NLICL,49,22,17,565,9605.00
7113,2022081403010676,NLICL,42,22,40,565,22600.00
7114,2022081403010675,NLICL,48,22,10,565,5650.00
7115,2022081403010674,NLICL,17,22,250,565,141250.00
7116,2022081403010673,NLICL,48,22,500,565,282500.00
7117,2022081403010672,NLICL,48,22,400,565,226000.00
7118,2022081403010671,KSBBL,40,4,10,339.9,3399.00
7119,2022081403010670,VLBS,58,17,100,960,96000.00
7120,2022081403010669,VLBS,32,17,100,960,96000.00
7121,2022081401012768,NESDO,59,58,30,3200,96000.00
7122,2022081401012767,NESDO,58,35,10,3199,31990.00
7123,2022081401012766,NESDO,58,3,10,3199,31990.00
7124,2022081404006236,HURJA,14,41,100,259,25900.00
7125,2022081404006235,AKPL,14,55,1307,430.1,562140.70
7126,2022081404006234,AKPL,3,55,100,430.1,43010.00
7127,2022081404006233,AKPL,56,55,10,430.2,4302.00
7128,2022081404006232,AKPL,56,55,500,430.2,215100.00
7129,2022081404006231,AKPL,33,55,33,430.5,14206.50
7130,2022081404006230,HDHPC,25,34,300,222.1,66630.00
7131,2022081401012765,DORDI,35,58,10,343.1,3431.00
7132,2022081403010668,NTC,59,36,20,862,17240.00
7133,2022081403010667,SMATA,57,6,10,841,8410.00
7134,2022081401012764,RFPL,22,48,250,278.5,69625.00
7135,2022081401012763,HDL,14,46,25,3535,88375.00
7136,2022081404006229,PICL,33,58,300,386.2,115860.00
7137,2022081404006228,PICL,57,32,11,386.7,4253.70
7138,2022081401012762,HDL,57,46,10,3535,35350.00
7139,2022081401012761,HDL,7,26,65,3530,229450.00
7140,2022081404006227,UMHL,10,35,14,279,3906.00
7141,2022081404006226,UMHL,10,33,20,279,5580.00
7142,2022081403010666,GMFIL,29,21,164,353.7,58006.80
7143,2022081403010665,NRN,16,40,21,487.1,10229.10
7144,2022081403010664,NRIC,13,19,55,740.1,40705.50
7145,2022081404006225,RHPL,19,37,150,255.2,38280.00
7146,2022081404006224,RHPL,58,37,60,256,15360.00
7147,2022081404006223,RHPL,35,37,690,256,176640.00
7148,2022081401012760,NABIL,45,3,42,791,33222.00
7149,2022081401012759,NABIL,25,3,15,791,11865.00
7150,2022081403010663,NTC,29,48,10,862,8620.00
7151,2022081401012758,SHIVM,13,4,50,714,35700.00
7152,2022081403010662,RLFL,45,41,80,343,27440.00
7153,2022081403010661,RLFL,51,41,20,343,6860.00
7154,2022081404006222,HEI,16,57,200,418.5,83700.00
7155,2022081404006221,STC,4,50,15,4050.1,60751.50
7156,2022081401012757,HHL,39,36,10,316.1,3161.00
7157,2022081401012756,HDL,21,3,10,3530,35300.00
7158,2022081401012755,HDL,4,3,10,3530,35300.00
7159,2022081404006220,RADHI,42,52,200,565,113000.00
7160,2022081404006219,RADHI,42,58,545,565,307925.00
7161,2022081401012754,KBL,28,44,49,201.3,9863.70
7162,2022081403010660,KMCDB,39,21,12,1060,12720.00
7163,2022081401012753,KBL,22,44,30,201.3,6039.00
7164,2022081401012752,KBL,49,44,10,201.4,2014.00
7165,2022081401012751,KBL,43,44,11,201.4,2215.40
7166,2022081404006218,AKJCL,14,21,39,209.1,8154.90
7167,2022081401012750,HDL,4,4,10,3530,35300.00
7168,2022081403010659,NRIC,4,26,30,740.2,22206.00
7169,2022081404006217,NHPC,36,28,43,246.9,10616.70
7170,2022081404006216,NHPC,36,45,17,246,4182.00
7171,2022081404006215,UPCL,21,32,1000,252,252000.00
7172,2022081404006214,IGI,13,45,10,417,4170.00
7173,2022081404006213,RADHI,53,58,10,565,5650.00
7174,2022081401012749,BHDC,28,49,10,460.2,4602.00
7175,2022081404006212,API,58,57,20,251.6,5032.00
7176,2022081403010658,NTC,39,36,100,865,86500.00
7177,2022081403010657,SMFBS,38,57,16,1559,24944.00
7178,2022081401012748,NBL,26,51,100,283,28300.00
7179,2022081403010656,GBBL,42,17,10,390,3900.00
7180,2022081401012747,HDL,51,53,10,3530,35300.00
7181,2022081401012746,HDL,38,53,10,3530,35300.00
7182,2022081401012745,HDL,10,53,30,3530,105900.00
7183,2022081403010655,MPFL,4,26,10,285.5,2855.00
7184,2022081403010654,CIT,28,38,40,2108,84320.00
7185,2022081403010653,CIT,4,38,10,2108.1,21081.00
7186,2022081404006211,AHPC,58,3,10,346,3460.00
7187,2022081401012744,NESDO,14,3,20,3199,63980.00
7188,2022081401012743,NESDO,56,3,10,3199,31990.00
7189,2022081404006210,MHNL,55,46,20,288,5760.00
7190,2022081404006209,NGPL,58,1,20,277,5540.00
7191,2022081401012742,HDL,5,39,25,3531,88275.00
7192,2022081401012741,NESDO,58,3,10,3199,31990.00
7193,2022081403010652,NTC,1,19,10,863,8630.00
7194,2022081403010651,NTC,7,19,25,864,21600.00
7195,2022081403010650,ALICL,11,29,30,589,17670.00
7196,2022081403010649,ALICL,11,29,50,589,29450.00
7197,2022081403010648,ALICL,6,29,20,589,11780.00
7198,2022081403010647,HIDCL,32,16,17,200.3,3405.10
7199,2022081403010646,GBBL,42,38,50,389.2,19460.00
7200,2022081401012740,NABIL,50,17,4,792,3168.00
7201,2022081401012739,NABIL,50,11,53,792,41976.00
7202,2022081401012738,BHL,49,40,10,324.2,3242.00
7203,2022081403010645,GBBL,40,40,1,391,391.00
7204,2022081404006208,API,42,47,188,252,47376.00
7205,2022081401012737,HHL,39,45,10,316.1,3161.00
7206,2022081403010644,NIFRA,25,45,48,230,11040.00
7207,2022081403010643,NIFRA,25,35,54,230,12420.00
7208,2022081403010642,NIFRA,25,21,54,230,12420.00
7209,2022081403010641,NIFRA,25,17,54,230,12420.00
7210,2022081403010640,NIFRA,25,17,390,230,89700.00
7211,2022081403010639,NABBC,42,55,10,448.1,4481.00
7212,2022081401012736,NMB,57,52,10,250.5,2505.00
7213,2022081401012735,HHL,39,6,10,316.1,3161.00
7214,2022081404006207,SICL,59,58,20,805.1,16102.00
7215,2022081401012734,BHDC,28,6,10,460.2,4602.00
7216,2022081403010638,CLBSL,39,48,185,923,170755.00
7217,2022081401012733,GVL,26,38,10,365.1,3651.00
7218,2022081404006206,GLH,55,39,120,310,37200.00
7219,2022081404006205,GLH,8,39,190,310,58900.00
7220,2022081404006204,GLH,1,39,30,310.3,9309.00
7221,2022081403010637,LICN,16,47,17,1387.2,23582.40
7222,2022081403010636,HIDCL,35,48,136,201,27336.00
7223,2022081403010635,HIDCL,35,26,64,200.9,12857.60
7224,2022081404006203,UPPER,25,6,54,473,25542.00
7225,2022081404006202,UPPER,3,6,10,473,4730.00
7226,2022081404006201,UPPER,58,6,20,473,9460.00
7227,2022081404006200,UPPER,44,6,16,473,7568.00
7228,2022081401012732,RFPL,46,48,50,278.6,13930.00
7229,2022081401012731,RFPL,43,48,470,278.6,130942.00
7230,2022081404006199,API,59,47,1000,252,252000.00
7231,2022081405001626,SAHAS,6,58,10,527,5270.00
7232,2022081403010634,MNBBL,57,5,10,439,4390.00
7233,2022081404006198,MHNL,55,29,30,288,8640.00
7234,2022081405001625,RULB,49,58,90,1097.1,98739.00
7235,2022081405001624,JALPA,58,45,10,3167,31670.00
7236,2022081404006197,UPCL,21,38,200,251.5,50300.00
7237,2022081401012730,BHDC,28,58,10,460.2,4602.00
7238,2022081404006196,KPCL,50,41,84,391.2,32860.80
7239,2022081404006195,KPCL,50,41,16,391.3,6260.80
7240,2022081401012729,HHL,39,49,10,316.1,3161.00
7241,2022081405001623,JALPA,56,45,10,3167,31670.00
7242,2022081401012728,CZBIL,14,50,729,199.7,145581.30
7243,2022081403010633,NLIC,8,47,200,672,134400.00
7244,2022081403010632,NLIC,6,47,24,672,16128.00
7245,2022081403010631,SDLBSL,3,33,19,1030,19570.00
7246,2022081401012727,NMB,40,40,1,252,252.00
7247,2022081401012726,SRBL,49,13,156,207,32292.00
7248,2022081401012725,SBL,42,41,20,305.5,6110.00
7249,2022081403010630,SIFC,29,38,10,331.2,3312.00
7250,2022081401012724,HHL,39,10,10,316.1,3161.00
7251,2022081403010629,NIFRA,39,45,16,229.1,3665.60
7252,2022081401012723,KBL,38,35,10,201.5,2015.00
7253,2022081405001622,JBLB,33,21,10,2735,27350.00
7254,2022081405001621,JBLB,33,4,10,2734.9,27349.00
7255,2022081401012722,PRVU,34,54,28,206.3,5776.40
7256,2022081401012721,HHL,39,57,10,316.1,3161.00
7257,2022081401012720,HDL,55,53,18,3530.9,63556.20
7258,2022081401012719,HDL,34,53,10,3531,35310.00
7259,2022081401012718,HDL,41,53,15,3531,52965.00
7260,2022081401012717,DORDI,35,58,10,343.1,3431.00
7261,2022081401012716,HHL,39,45,10,316.1,3161.00
7262,2022081404006194,PPCL,32,53,200,338,67600.00
7263,2022081403010628,NLICL,49,19,510,568,289680.00
7264,2022081404006193,PPCL,5,53,190,338,64220.00
7265,2022081403010627,SHINE,17,16,249,306.8,76393.20
7266,2022081403010626,SHINE,43,16,50,306.8,15340.00
7267,2022081403010625,MDB,22,55,10,371,3710.00
7268,2022081401012715,NABIL,50,46,20,792,15840.00
7269,2022081401012714,NESDO,6,3,50,3199,159950.00
7270,2022081403010624,NLICL,48,39,100,565,56500.00
7271,2022081403010623,NLICL,59,39,200,565.1,113020.00
7272,2022081403010622,NLICL,28,39,100,565.1,56510.00
7273,2022081403010621,NLICL,8,39,500,566,283000.00
7274,2022081403010620,NLICL,52,39,100,567.5,56750.00
7275,2022081403010619,NRIC,51,58,100,741,74100.00
7276,2022081401012713,NABIL,50,59,50,792,39600.00
7277,2022081401012712,HHL,39,58,10,316.1,3161.00
7278,2022081401012711,SANIMA,29,8,34,254,8636.00
7279,2022081401012710,HHL,39,49,10,316.1,3161.00
7280,2022081401012709,HHL,39,10,10,316.1,3161.00
7281,2022081401012708,HHL,39,14,10,316.1,3161.00
7282,2022081403010618,MERO,6,38,29,865,25085.00
7283,2022081401012707,HHL,29,37,10,316,3160.00
7284,2022081403010617,GBBL,42,4,18,389.2,7005.60
7285,2022081403010616,GBBL,14,4,100,389.2,38920.00
7286,2022081404006192,BPCL,55,29,200,318,63600.00
7287,2022081401012706,BHDC,28,4,10,460.2,4602.00
7288,2022081404006191,NGPL,58,22,320,277,88640.00
7289,2022081404006190,UMHL,45,34,40,278.8,11152.00
7290,2022081404006189,RHPL,35,16,310,256,79360.00
7291,2022081404006188,RHPL,26,16,100,256,25600.00
7292,2022081404006187,RHPL,34,16,100,256,25600.00
7293,2022081404006186,RHPL,29,16,90,256.1,23049.00
7294,2022081404006185,RHPL,19,16,200,256.1,51220.00
7295,2022081404006184,RHPL,16,16,100,256.2,25620.00
7296,2022081404006183,RHPL,58,16,100,256.3,25630.00
7297,2022081405001620,MBJC,34,52,10,240,2400.00
7298,2022081403010615,SHINE,40,40,1,308,308.00
7299,2022081405001619,JBLB,22,58,10,2730,27300.00
7300,2022081404006182,SPDL,43,58,30,325.6,9768.00
7301,2022081405001618,JBLB,57,58,83,2730,226590.00
7302,2022081401012705,BHL,52,58,10,324.1,3241.00
7303,2022081403010614,MNBBL,5,22,122,438.2,53460.40
7304,2022081401012704,HHL,54,16,10,316.1,3161.00
7305,2022081404006181,UMHL,45,11,20,278.8,5576.00
7306,2022081401012703,HHL,29,43,10,316,3160.00
7307,2022081401012702,BNT,19,35,10,14000,140000.00
7308,2022081403010613,ICFC,49,13,10,497,4970.00
7309,2022081403010612,NLIC,6,33,69,672,46368.00
