S.N.,Contract No,Stock Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount
6409,2022081403010942,NTC,54,32,30,860.3,25809.00
6410,2022081403010941,NTC,33,32,17,860.5,14628.50
6411,2022081403010940,NTC,5,32,10,861,8610.00
6412,2022081403010939,NTC,59,32,30,862,25860.00
6413,2022081404006402,NIL,14,57,62,702.1,43530.20
6414,2022081401012998,LBL,14,13,64,198.1,12678.40
6415,2022081401012997,BHDC,28,16,50,460.2,23010.00
6416,2022081403010938,SADBL,11,18,23,315,7245.00
6417,2022081403010937,SADBL,11,36,20,315,6300.00
6418,2022081403010936,SADBL,11,21,55,315,17325.00
6419,2022081401012996,CZBIL,14,58,13,199.7,2596.10
6420,2022081401012995,BHDC,28,41,10,460.2,4602.00
6421,2022081403010935,HIDCL,14,48,100,201,20100.00
6422,2022081403010934,NTC,42,45,20,863,17260.00
6423,2022081403010933,SFCL,4,58,10,282,2820.00
6424,2022081403010932,SFCL,4,59,491,282,138462.00
6425,2022081403010931,SHINE,17,13,97,306.8,29759.60
6426,2022081401012994,SBL,47,40,200,305,61000.00
6427,2022081401012993,HDL,48,58,30,3528.1,105843.00
6428,2022081405001668,JBLB,13,6,60,2740,164400.00
6429,2022081401012992,HHL,8,58,10,316.1,3161.00
6430,2022081404006401,AKJCL,57,51,500,209,104500.00
6431,2022081403010930,NRIC,13,21,46,740.1,34044.60
6432,2022081404006400,CHCL,6,14,10,395,3950.00
6433,2022081401012991,HHL,8,45,10,316.1,3161.00
6434,2022081401012990,NABIL,35,45,50,790,39500.00
6435,2022081403010929,HIDCL,49,55,152,200.2,30430.40
6436,2022081403010928,JFL,57,10,10,403,4030.00
6437,2022081403010927,JFL,57,10,600,403,241800.00
6438,2022081403010926,JFL,6,10,25,403,10075.00
6439,2022081403010925,JFL,51,10,100,403,40300.00
6440,2022081403010924,JFL,58,10,10,403,4030.00
6441,2022081403010923,JFL,4,10,49,403,19747.00
6442,2022081403010922,JFL,54,10,15,403,6045.00
6443,2022081403010921,JFL,53,10,50,404,20200.00
6444,2022081403010920,JFL,49,10,20,404,8080.00
6445,2022081403010919,SINDU,38,55,25,281,7025.00
6446,2022081404006399,HEI,33,57,15,418.5,6277.50
6447,2022081403010918,JBBL,38,18,10,297,2970.00
6448,2022081404006398,UMHL,45,38,26,278.8,7248.80
6449,2022081401012989,NESDO,59,58,10,3200,32000.00
6450,2022081403010917,GMFBS,35,57,25,940,23500.00
6451,2022081401012988,NABIL,35,17,31,790,24490.00
6452,2022081401012987,HHL,8,6,10,316.1,3161.00
6453,2022081405001667,SAHAS,39,45,50,532.7,26635.00
6454,2022081404006397,NHPC,32,35,20,246,4920.00
6455,2022081401012986,BHDC,28,56,10,460.2,4602.00
6456,2022081403010916,NLIC,8,3,161,670,107870.00
6457,2022081403010915,NLIC,1,3,254,670,170180.00
6458,2022081403010914,NLIC,8,3,679,670.1,454997.90
6459,2022081401012985,PRVU,29,25,267,206,55002.00
6460,2022081401012984,PRVU,29,25,110,206.1,22671.00
6461,2022081401012983,PRVU,28,25,23,206.1,4740.30
6462,2022081401012982,NABIL,21,17,15,790,11850.00
6463,2022081401012981,NABIL,46,17,19,790,15010.00
6464,2022081401012980,KBL,28,50,25,201.3,5032.50
6465,2022081403010913,NFS,52,57,85,293,24905.00
6466,2022081401012979,HDL,51,33,20,3528.2,70564.00
6467,2022081401012978,HDL,47,33,20,3528.3,70566.00
6468,2022081403010912,MFIL,34,41,50,428,21400.00
6469,2022081403010911,MFIL,34,45,50,428,21400.00
6470,2022081403010910,LBBL,38,43,15,381,5715.00
6471,2022081403010909,LBBL,34,43,100,381,38100.00
6472,2022081403010908,LBBL,38,43,20,381,7620.00
6473,2022081403010907,LBBL,50,43,64,381,24384.00
6474,2022081403010906,NFS,52,17,400,293,117200.00
6475,2022081403010905,NMFBS,57,38,50,2297,114850.00
6476,2022081403010904,NMFBS,21,38,10,2297,22970.00
6477,2022081405001666,SAHAS,6,58,10,528,5280.00
6478,2022081401012977,HHL,8,6,10,316.1,3161.00
6479,2022081401012976,NBL,51,45,55,283,15565.00
6480,2022081401012975,HHL,8,40,10,316.1,3161.00
6481,2022081403010903,LICN,20,43,36,1386.1,49899.60
6482,2022081403010902,LICN,3,43,64,1386.3,88723.20
6483,2022081401012974,HHL,8,45,10,316.1,3161.00
6484,2022081405001665,SAHAS,6,6,10,528,5280.00
6485,2022081403010901,GILB,13,45,70,1290,90300.00
6486,2022081403010900,SHINE,38,32,10,307,3070.00
6487,2022081403010899,RMDC,34,14,10,852.3,8523.00
6488,2022081403010898,NRIC,13,41,46,740.1,34044.60
6489,2022081405001664,MBJC,19,56,10,239.1,2391.00
6490,2022081401012973,HHL,8,21,10,316.1,3161.00
6491,2022081404006396,RADHI,42,4,500,566,283000.00
6492,2022081404006395,RADHI,42,4,100,566,56600.00
6493,2022081404006394,RADHI,42,45,400,566,226400.00
6494,2022081401012972,SHIVM,38,42,50,712.5,35625.00
6495,2022081405001663,SAHAS,57,58,10,526.7,5267.00
6496,2022081401012971,DORDI,4,58,10,345,3450.00
6497,2022081403010897,SHINE,38,55,10,307.5,3075.00
6498,2022081404006393,UMRH,34,34,40,647,25880.00
6499,2022081401012970,HHL,28,6,10,316.1,3161.00
6500,2022081403010896,HIDCL,58,19,112,200,22400.00
6501,2022081403010895,HIDCL,13,19,398,200,79600.00
6502,2022081403010894,CHDC,56,33,10,764.9,7649.00
6503,2022081403010893,CHDC,56,52,70,764,53480.00
6504,2022081403010892,NIFRA,44,45,10,230,2300.00
6505,2022081401012969,HHL,45,57,10,316.3,3163.00
6506,2022081401012968,SBL,47,34,192,305,58560.00
6507,2022081403010891,NIFRA,41,45,30,229.1,6873.00
6508,2022081401012967,HHL,28,16,10,316.1,3161.00
6509,2022081401012966,NABIL,46,55,11,790,8690.00
6510,2022081401012965,NABIL,6,55,179,790,141410.00
6511,2022081401012964,HHL,28,6,10,316.1,3161.00
6512,2022081403010890,MDB,42,40,240,367,88080.00
6513,2022081403010889,MDB,45,40,150,367,55050.00
6514,2022081404006392,UPPER,45,4,10,472.5,4725.00
6515,2022081403010888,MDB,45,40,100,367,36700.00
6516,2022081404006391,UPPER,26,4,100,472.5,47250.00
6517,2022081403010887,MDB,57,40,10,368,3680.00
6518,2022081404006390,UPPER,6,4,95,472.6,44897.00
6519,2022081401012963,NABIL,26,6,10,790.5,7905.00
6520,2022081403010886,NICLBSL,49,34,100,854.1,85410.00
6521,2022081403010885,NLIC,8,3,121,670.1,81082.10
6522,2022081403010884,NLIC,1,3,100,670.1,67010.00
6523,2022081403010883,NLIC,38,3,25,670.1,16752.50
6524,2022081403010882,NLIC,58,3,540,670.2,361908.00
6525,2022081403010881,NLIC,13,3,78,670.3,52283.40
6526,2022081401012962,SCB,16,49,267,427,114009.00
6527,2022081401012961,SCB,17,49,33,427,14091.00
6528,2022081401012960,NABIL,6,49,21,790,16590.00
6529,2022081401012959,NABIL,42,49,29,790,22910.00
6530,2022081404006389,API,57,22,20,252,5040.00
6531,2022081401012958,HDL,20,45,60,3530,211800.00
6532,2022081401012957,HDL,20,11,30,3529,105870.00
6533,2022081401012956,HDL,20,55,10,3529,35290.00
6534,2022081404006388,AKJCL,57,41,1094,209,228646.00
6535,2022081404006387,AKJCL,14,41,781,209.1,163307.10
6536,2022081403010880,NFS,52,34,515,293,150895.00
6537,2022081403010879,NFS,36,34,369,293,108117.00
6538,2022081403010878,NICLBSL,39,1,50,855,42750.00
6539,2022081403010877,GBLBS,33,49,35,748,26180.00
6540,2022081403010876,GBLBS,33,7,15,747.5,11212.50
6541,2022081403010875,GRDBL,38,18,50,248,12400.00
6542,2022081401012955,NBL,51,25,45,283,12735.00
6543,2022081404006386,DHPL,32,21,10,203.5,2035.00
6544,2022081403010874,NRIC,13,13,20,740.1,14802.00
6545,2022081403010873,NRIC,19,13,10,740.2,7402.00
6546,2022081401012954,SBD87,33,56,25,769,19225.00
6547,2022081401012953,HHL,28,6,10,316.1,3161.00
6548,2022081401012951,NMB,52,34,20,250.1,5002.00
6549,2022081401012950,NMB,51,34,100,250.1,25010.00
6550,2022081401012949,NMB,35,34,100,250.1,25010.00
6551,2022081401012948,NMB,38,34,38,250.1,9503.80
6552,2022081401012947,NMB,41,34,250,250.2,62550.00
6553,2022081401012946,NMB,16,34,117,250.3,29285.10
6554,2022081401012945,NMB,42,34,50,250.4,12520.00
6555,2022081405001662,MBJC,19,29,71,239.1,16976.10
6556,2022081405001661,MBJC,50,29,15,239.2,3588.00
6557,2022081403010872,NICLBSL,53,1,10,855,8550.00
6558,2022081405001660,MBJC,57,29,54,239.3,12922.20
6559,2022081403010871,GILB,58,45,20,1290,25800.00
6560,2022081403010870,GILB,46,45,30,1290,38700.00
6561,2022081403010869,GILB,46,45,10,1290,12900.00
6562,2022081403010868,GILB,57,45,100,1290,129000.00
6563,2022081403010867,GILB,19,45,10,1290.1,12901.00
6564,2022081403010866,GILB,21,45,10,1294,12940.00
6565,2022081405001659,JBLB,13,45,17,2740,46580.00
6566,2022081405001658,JBLB,13,36,28,2739.9,76717.20
6567,2022081405001657,JBLB,13,34,20,2736,54720.00
6568,2022081405001656,JBLB,13,45,20,2735,54700.00
6569,2022081405001655,JBLB,13,49,35,2735,95725.00
6570,2022081401012952,NMB,1,34,302,250.1,75530.20
6571,2022081403010865,SHINE,38,55,10,307.5,3075.00
6572,2022081401012944,NESDO,59,58,10,3192,31920.00
6573,2022081404006385,SPDL,43,28,40,325.6,13024.00
6574,2022081401012943,SHIVM,38,37,30,712.5,21375.00
6575,2022081403010864,SWBBL,57,26,50,1311.1,65555.00
6576,2022081403010863,SWBBL,17,26,40,1311.1,52444.00
6577,2022081403010862,SWBBL,56,26,30,1311.2,39336.00
6578,2022081403010861,SWBBL,34,26,100,1312,131200.00
6579,2022081403010860,SWBBL,41,26,10,1313,13130.00
6580,2022081403010859,SWBBL,57,26,100,1313,131300.00
6581,2022081403010858,SWBBL,38,26,50,1313,65650.00
6582,2022081403010857,SWBBL,56,26,20,1314,26280.00
6583,2022081404006384,SSHL,11,43,425,228.2,96985.00
6584,2022081404006383,SSHL,39,43,75,228.6,17145.00
6585,2022081401012942,SHIVM,10,37,200,712.5,142500.00
6586,2022081403010856,MPFL,34,20,120,285.5,34260.00
6587,2022081401012941,HHL,45,36,10,316.2,3162.00
6588,2022081404006382,NHPC,56,42,22,245.2,5394.40
6589,2022081401012940,PRVU,28,16,77,206.1,15869.70
6590,2022081401012939,PRVU,55,16,50,206.1,10305.00
6591,2022081401012938,PRVU,13,16,31,206.2,6392.20
6592,2022081401012937,PRVU,38,16,32,206.3,6601.60
6593,2022081401012936,GVL,35,43,10,365,3650.00
6594,2022081403010855,NLIC,13,32,52,670.3,34855.60
6595,2022081403010854,HIDCL,13,10,1602,200,320400.00
6596,2022081403010853,HIDCL,16,10,39,200,7800.00
6597,2022081403010852,HIDCL,6,10,100,200,20000.00
6598,2022081403010851,HIDCL,1,10,500,200,100000.00
6599,2022081403010850,HIDCL,41,10,100,200,20000.00
6600,2022081403010849,HIDCL,59,10,200,200,40000.00
6601,2022081403010848,HIDCL,13,10,200,200,40000.00
6602,2022081403010847,HIDCL,22,10,292,200,58400.00
6603,2022081403010846,HIDCL,45,10,100,200,20000.00
6604,2022081403010845,HIDCL,34,10,25,200,5000.00
6605,2022081403010844,HIDCL,16,10,350,200,70000.00
6606,2022081403010843,HIDCL,21,10,20,200,4000.00
6607,2022081403010842,HIDCL,29,10,100,200,20000.00
6608,2022081403010841,HIDCL,21,10,1000,200,200000.00
6609,2022081403010840,HIDCL,29,10,200,200,40000.00
6610,2022081403010839,HIDCL,32,10,79,200.1,15807.90
6611,2022081403010838,HIDCL,10,10,40,200.1,8004.00
6612,2022081403010837,HIDCL,38,10,1137,200.1,227513.70
6613,2022081403010836,MFIL,54,34,318,427,135786.00
6614,2022081403010835,MFIL,57,34,20,427,8540.00
6615,2022081401012935,SHIVM,48,37,20,712.5,14250.00
6616,2022081403010834,LICN,3,1,10,1386.3,13863.00
6617,2022081404006381,NIBLPF,21,19,100,9.43,943.00
6618,2022081404006380,RADHI,42,13,30,565,16950.00
6619,2022081404006379,RADHI,42,34,10,565,5650.00
6620,2022081401012934,NBF3,49,45,200,8.13,1626.00
6621,2022081401012933,HHL,28,6,10,316.1,3161.00
6622,2022081401012932,BHDC,28,6,10,460.2,4602.00
6623,2022081404006378,BBC,58,43,20,3701,74020.00
6624,2022081404006377,UMHL,32,16,10,280,2800.00
6625,2022081404006376,UMHL,32,47,29,279,8091.00
6626,2022081401012931,HDL,38,55,30,3529,105870.00
6627,2022081404006375,API,57,34,200,252,50400.00
6628,2022081401012930,PCBL,42,41,88,235.2,20697.60
6629,2022081401012929,PCBL,32,41,12,235.2,2822.40
6630,2022081403010833,ICFC,58,13,11,497,5467.00
6631,2022081401012928,ULBSL,6,36,10,3700,37000.00
6632,2022081401012927,SANIMA,41,25,418,253.1,105795.80
6633,2022081405001654,JALPA,38,34,10,3160,31600.00
6634,2022081401012926,HDL,25,45,10,3530,35300.00
6635,2022081403010832,GUFL,22,56,50,549,27450.00
6636,2022081401012925,SANIMA,41,49,35,253.1,8858.50
6637,2022081401012924,SANIMA,45,49,10,253.1,2531.00
6638,2022081401012923,SANIMA,38,49,55,253.1,13920.50
6639,2022081405001653,JALPA,38,45,10,3160,31600.00
6640,2022081404006374,UIC,51,48,20,381.3,7626.00
6641,2022081403010831,SLBBL,52,51,30,952,28560.00
6642,2022081401012922,PCBL,48,18,200,236,47200.00
6643,2022081401012921,SHIVM,4,37,50,712.5,35625.00
6644,2022081403010830,GMFIL,29,17,40,353.7,14148.00
6645,2022081401012920,HDL,22,45,50,3530,176500.00
6646,2022081403010829,DDBL,11,22,15,969.9,14548.50
6647,2022081403010828,CIT,55,46,15,2107.1,31606.50
6648,2022081403010827,SHINE,38,55,10,307.5,3075.00
6649,2022081404006373,CHL,57,6,82,259,21238.00
6650,2022081404006372,CHL,53,6,100,260.1,26010.00
6651,2022081404006371,CHL,53,6,100,261,26100.00
6652,2022081404006370,CHL,34,6,200,261.2,52240.00
6653,2022081404006369,CHL,57,6,150,262,39300.00
6654,2022081404006368,CHL,22,6,23,262.1,6028.30
6655,2022081401012919,PCBL,58,18,15,236,3540.00
6656,2022081404006367,RADHI,58,1,100,564,56400.00
6657,2022081404006366,RADHI,42,1,100,564,56400.00
6658,2022081401012918,HHL,29,53,10,316,3160.00
6659,2022081404006365,PPCL,14,53,500,337.2,168600.00
6660,2022081401012917,RFPL,57,38,10,278,2780.00
6661,2022081401012916,BHDC,28,38,10,460.2,4602.00
6662,2022081404006364,RHPL,10,47,300,256,76800.00
6663,2022081403010826,NFS,25,43,200,293.5,58700.00
6664,2022081403010825,JFL,52,19,200,405,81000.00
6665,2022081403010824,JFL,16,19,150,405,60750.00
6666,2022081403010823,JFL,57,19,35,405,14175.00
6667,2022081401012915,HHL,29,58,10,316,3160.00
6668,2022081401012914,DORDI,4,38,10,345,3450.00
6669,2022081401012913,DORDI,4,6,10,345,3450.00
6670,2022081401012912,DORDI,4,42,190,345,65550.00
6671,2022081401012911,DORDI,4,55,10,345,3450.00
6672,2022081401012910,DORDI,4,45,10,345,3450.00
6673,2022081403010822,NLIC,7,42,100,670.6,67060.00
6674,2022081404006363,HURJA,48,41,200,258,51600.00
6675,2022081405001652,JBLB,49,35,10,2730,27300.00
6676,2022081403010821,NLIC,14,33,100,670.7,67070.00
6677,2022081404006362,BBC,58,49,20,3701,74020.00
6678,2022081404006361,NBF2,21,58,150,9.6,1440.00
6679,2022081403010820,GFCL,28,48,334,516,172344.00
6680,2022081405001651,JALPA,38,58,10,3152,31520.00
6681,2022081403010819,MNBBL,26,14,49,438,21462.00
6682,2022081403010818,MNBBL,5,14,151,438.2,66168.20
6683,2022081404006360,HPPL,56,42,55,376,20680.00
6684,2022081404006359,HPPL,26,42,10,378,3780.00
6685,2022081404006358,HPPL,14,42,75,378.1,28357.50
6686,2022081401012909,HHL,29,58,10,316,3160.00
6687,2022081403010817,NICLBSL,39,1,50,855,42750.00
6688,2022081403010816,SHINE,17,52,114,306.8,34975.20
6689,2022081401012908,BHL,49,41,10,324.2,3242.00
6690,2022081401012907,BOKD86,53,56,25,769,19225.00
6691,2022081404006357,RBCL,47,35,10,13700,137000.00
6692,2022081401012906,HHL,29,35,10,316,3160.00
6693,2022081404006356,HURJA,48,21,300,258,77400.00
6694,2022081401012905,HHL,29,58,10,316,3160.00
6695,2022081403010815,SFCL,55,59,50,282,14100.00
6696,2022081403010814,SFCL,58,59,289,282,81498.00
6697,2022081403010813,GUFL,43,43,93,549,51057.00
6698,2022081403010812,GUFL,44,43,38,549,20862.00
6699,2022081403010811,CBBL,46,22,50,1015,50750.00
6700,2022081404006355,SPDL,43,21,50,325.6,16280.00
6701,2022081403010810,MFIL,57,39,80,427,34160.00
6702,2022081403010809,MFIL,32,39,100,427,42700.00
6703,2022081403010808,MFIL,13,39,20,427,8540.00
6704,2022081401012904,SHIVM,40,37,20,712.6,14252.00
6705,2022081401012903,SHIVM,41,37,100,713,71300.00
6706,2022081401012902,NBL,58,25,10,283,2830.00
6707,2022081401012901,NBL,10,25,250,283,70750.00
6708,2022081401012900,NBL,58,25,45,283,12735.00
6709,2022081401012899,NBL,50,25,25,283,7075.00
6710,2022081401012898,NBL,17,25,25,283,7075.00
6711,2022081401012897,NBL,58,25,100,283,28300.00
6712,2022081403010807,MLBL,14,49,40,382,15280.00
6713,2022081403010806,LICN,3,34,26,1386.3,36043.80
6714,2022081403010805,LICN,13,34,30,1387,41610.00
6715,2022081403010804,LICN,20,34,50,1387,69350.00
6716,2022081404006354,BARUN,16,59,20,276,5520.00
6717,2022081403010803,LICN,51,34,10,1387.1,13871.00
6718,2022081403010802,LICN,43,34,10,1387.1,13871.00
6719,2022081403010801,LICN,16,34,13,1387.2,18033.60
6720,2022081403010800,LICN,45,34,31,1387.3,43006.30
6721,2022081403010799,LICN,42,34,20,1388,27760.00
6722,2022081403010798,LICN,25,34,10,1391.9,13919.00
6723,2022081404006353,UMRH,49,1,300,648,194400.00
6724,2022081401012896,SHIVM,41,6,100,713,71300.00
6725,2022081403010797,LBBL,50,40,186,381,70866.00
6726,2022081403010796,LBBL,42,40,150,381.1,57165.00
6727,2022081403010795,LBBL,57,40,50,381.1,19055.00
6728,2022081403010794,LBBL,28,40,30,381.4,11442.00
6729,2022081403010793,LBBL,14,40,19,382,7258.00
6730,2022081403010792,LBBL,36,40,65,382.1,24836.50
6731,2022081403010791,ICFC,41,26,124,493.3,61169.20
6732,2022081403010790,ICFC,32,26,10,494,4940.00
6733,2022081403010789,ICFC,7,26,150,495,74250.00
6734,2022081401012895,BHDC,28,6,10,460.2,4602.00
6735,2022081401012894,HDL,55,45,30,3530,105900.00
6736,2022081401012893,BHDC,28,7,10,460.2,4602.00
6737,2022081403010788,NTC,59,21,20,862,17240.00
6738,2022081404006352,GLH,55,58,10,310,3100.00
6739,2022081401012892,HDL,49,45,21,3530,74130.00
6740,2022081404006351,UMRH,51,6,50,650,32500.00
6741,2022081403010787,NICLBSL,56,1,80,855,68400.00
6742,2022081404006350,SICL,21,38,35,805,28175.00
6743,2022081404006349,SICL,47,38,100,805,80500.00
6744,2022081404006348,SICL,6,38,25,805,20125.00
6745,2022081404006347,SICL,48,38,10,805,8050.00
6746,2022081404006346,SICL,59,38,30,805.1,24153.00
6747,2022081404006345,CHL,22,55,11,262.1,2883.10
6748,2022081403010786,JBBL,45,34,469,296,138824.00
6749,2022081403010785,JBBL,4,34,116,296,34336.00
6750,2022081404006344,UMHL,39,47,100,279,27900.00
6751,2022081401012891,BHDC,28,35,10,460.2,4602.00
6752,2022081401012890,LBL,14,16,915,198.1,181261.50
6753,2022081401012889,LBL,41,16,50,198.1,9905.00
6754,2022081401012888,LBL,51,16,15,198.1,2971.50
6755,2022081401012887,LBL,16,16,20,198.2,3964.00
6756,2022081404006343,AHPC,49,48,138,345,47610.00
6757,2022081404006342,AHPC,34,48,100,345,34500.00
6758,2022081404006341,AHPC,51,48,402,345.1,138730.20
6759,2022081405001650,MKLB,21,58,10,1001,10010.00
6760,2022081404006340,HDHPC,45,21,1000,220,220000.00
6761,2022081404006339,HDHPC,38,21,250,220,55000.00
6762,2022081404006338,HDHPC,57,21,50,220,11000.00
6763,2022081404006337,HDHPC,46,21,500,220,110000.00
6764,2022081404006336,HDHPC,45,21,500,220,110000.00
6765,2022081404006335,HDHPC,36,21,50,220,11000.00
6766,2022081404006334,HDHPC,28,21,10,220,2200.00
6767,2022081404006333,HDHPC,22,21,50,220,11000.00
6768,2022081404006332,HDHPC,58,21,100,220,22000.00
6769,2022081404006331,HDHPC,28,21,50,220,11000.00
6770,2022081404006330,HDHPC,49,21,50,220,11000.00
6771,2022081404006329,HDHPC,54,21,20,220,4400.00
6772,2022081404006328,HDHPC,25,21,227,220,49940.00
6773,2022081405001649,MBJC,42,14,10,240,2400.00
6774,2022081405001648,MBJC,34,14,100,240,24000.00
6775,2022081403010784,MPFL,33,20,10,285.6,2856.00
6776,2022081405001647,MBJC,58,14,140,240.1,33614.00
6777,2022081404006327,BPCL,55,26,110,318,34980.00
6778,2022081401012886,NBL,1,59,20,284,5680.00
6779,2022081404006326,AHPC,51,45,598,345.1,206369.80
6780,2022081404006325,AHPC,39,45,1000,345.1,345100.00
6781,2022081404006324,AHPC,25,45,100,345.2,34520.00
6782,2022081404006323,AHPC,17,45,1000,345.2,345200.00
6783,2022081401012885,PRVU,38,13,18,206.3,3713.40
6784,2022081404006322,AHPC,51,45,802,345.3,276930.60
6785,2022081401012884,PRVU,34,13,94,206.3,19392.20
6786,2022081401012883,BHDC,28,20,10,460.2,4602.00
6787,2022081401012882,HDL,49,45,25,3530,88250.00
6788,2022081401012881,GVL,45,49,95,365,34675.00
6789,2022081401012880,GVL,50,49,215,365,78475.00
6790,2022081401012879,GVL,7,49,300,365,109500.00
6791,2022081401012878,GVL,26,49,390,365.1,142389.00
6792,2022081403010783,GFCL,58,48,15,516,7740.00
6793,2022081403010782,GFCL,41,48,10,516,5160.00
6794,2022081403010781,GFCL,34,48,165,516,85140.00
6795,2022081403010780,GFCL,32,48,100,516.1,51610.00
6796,2022081403010779,GFCL,42,48,500,516.5,258250.00
6797,2022081403010778,GFCL,25,48,10,516.5,5165.00
6798,2022081403010777,GFCL,43,48,215,517,111155.00
6799,2022081403010776,GFCL,17,48,200,517,103400.00
6800,2022081403010775,GFCL,49,48,80,517,41360.00
6801,2022081405001646,JBLB,36,37,15,2730,40950.00
6802,2022081403010774,GFCL,54,48,200,517,103400.00
6803,2022081403010773,NIFRA,43,45,200,230,46000.00
6804,2022081403010772,NIFRA,41,48,55,229.1,12600.50
6805,2022081405001645,SPC,10,33,40,530,21200.00
6806,2022081405001644,SPC,10,7,50,530,26500.00
6807,2022081405001643,SPC,10,58,10,530,5300.00
6808,2022081404006321,API,57,57,150,252,37800.00
6809,2022081404006320,API,57,47,87,252,21924.00
6810,2022081403010771,ALBSL,22,35,10,1168,11680.00
6811,2022081404006319,NHPC,56,16,952,245.2,233430.40
6812,2022081404006318,NHPC,22,16,20,245.2,4904.00
6813,2022081404006317,NHPC,49,16,28,245.3,6868.40
6814,2022081401012877,NABIL,55,22,20,790,15800.00
6815,2022081401012876,HDL,38,28,20,3529,70580.00
6816,2022081405001642,BNHC,29,17,45,402.1,18094.50
6817,2022081401012875,HDL,26,45,24,3530,84720.00
6818,2022081404006316,NLG,33,53,500,501,250500.00
6819,2022081405001641,SAHAS,39,13,10,533,5330.00
6820,2022081405001640,SAHAS,39,56,50,532,26600.00
6821,2022081405001639,SAHAS,39,58,10,530,5300.00
6822,2022081404006315,RBCL,47,35,10,13705,137050.00
6823,2022081403010770,NLIC,17,39,100,670.8,67080.00
6824,2022081403010769,SFCL,45,25,200,283,56600.00
6825,2022081401012874,NICA,34,49,10,660,6600.00
6826,2022081401012873,NICA,59,49,20,660,13200.00
6827,2022081401012872,NICA,55,49,300,660,198000.00
6828,2022081401012871,NICA,59,49,40,660,26400.00
6829,2022081401012870,NICA,17,49,10,660,6600.00
6830,2022081401012869,NICA,14,49,390,660,257400.00
6831,2022081401012868,NICA,11,49,20,660.1,13202.00
6832,2022081401012867,NICA,1,49,100,661,66100.00
6833,2022081403010768,CIT,11,25,12,2109,25308.00
6834,2022081403010767,NLIC,14,28,98,670.7,65728.60
6835,2022081401012866,HHL,29,58,10,316,3160.00
6836,2022081401012865,SANIMA,49,25,82,253.2,20762.40
6837,2022081403010766,SWMF,14,21,40,792,31680.00
6838,2022081403010765,SWMF,22,21,10,792.1,7921.00
6839,2022081404006314,LUK,58,58,250,8.66,2165.00
6840,2022081403010764,CBBL,42,22,10,1015,10150.00
6841,2022081405001638,RULB,7,58,45,1097,49365.00
6842,2022081401012864,DORDI,4,41,10,344,3440.00
6843,2022081401012863,DORDI,4,45,10,344,3440.00
6844,2022081401012862,HHL,29,42,10,316,3160.00
6845,2022081404006313,HURJA,5,41,100,258.8,25880.00
6846,2022081404006312,NHPC,49,53,12,245.3,2943.60
6847,2022081404006311,NHPC,49,53,10,245.3,2453.00
6848,2022081403010763,HIDCL,38,6,363,200.1,72636.30
6849,2022081403010762,HIDCL,49,6,1000,200.1,200100.00
6850,2022081403010761,HIDCL,3,6,50,200.1,10005.00
6851,2022081403010760,HIDCL,28,6,680,200.1,136068.00
6852,2022081403010759,HIDCL,6,6,20,200.2,4004.00
6853,2022081403010758,HIDCL,17,6,100,200.2,20020.00
6854,2022081403010757,HIDCL,46,6,1041,200.2,208408.20
6855,2022081403010756,HIDCL,8,6,50,200.3,10015.00
6856,2022081403010755,HIDCL,41,6,200,200.3,40060.00
6857,2022081403010754,HIDCL,47,6,13,200.4,2605.20
6858,2022081403010753,HIDCL,32,6,83,200.4,16633.20
6859,2022081404006310,SPDL,48,11,20,327,6540.00
6860,2022081403010752,SIFC,14,45,31,331,10261.00
6861,2022081403010751,NRIC,13,49,36,740.1,26643.60
6862,2022081403010750,NRIC,58,49,22,740.5,16291.00
6863,2022081403010749,HIDCL,50,48,350,201,70350.00
6864,2022081401012861,BHDC,28,34,10,460.2,4602.00
6865,2022081401012860,KBL,28,37,20,201.3,4026.00
6866,2022081404006309,PPCL,14,58,100,337.2,33720.00
6867,2022081401012859,HHL,39,58,10,316.1,3161.00
6868,2022081401012858,SHIVM,53,4,200,714,142800.00
6869,2022081403010748,NRN,34,5,34,487,16558.00
6870,2022081403010747,NRN,6,5,90,487,43830.00
6871,2022081403010746,NRN,16,5,179,487.1,87190.90
6872,2022081404006308,UMHL,10,47,71,279,19809.00
6873,2022081401012857,BHDC,28,48,10,460.2,4602.00
6874,2022081401012856,RFPL,57,13,20,277.9,5558.00
6875,2022081401012855,SBL,42,34,20,305,6100.00
6876,2022081401012854,HDL,26,45,30,3530,105900.00
6877,2022081401012853,HDL,22,45,10,3530,35300.00
6878,2022081404006307,API,17,47,365,252,91980.00
6879,2022081401012852,HDL,13,45,10,3530,35300.00
6880,2022081401012851,HHL,39,45,10,316.1,3161.00
6881,2022081403010745,MFIL,55,34,452,427.1,193049.20
6882,2022081404006306,UMHL,10,36,299,279,83421.00
6883,2022081401012850,HHL,39,44,10,316.1,3161.00
6884,2022081401012849,NESDO,59,58,10,3200,32000.00
6885,2022081405001637,NYADI,50,34,10,329,3290.00
6886,2022081401012848,HHL,34,6,10,316.2,3162.00
6887,2022081404006305,AHPC,51,48,198,345.3,68369.40
6888,2022081404006304,AHPC,13,48,120,345.3,41436.00
6889,2022081403010744,NTC,59,48,10,862,8620.00
6890,2022081404006303,AHPC,33,48,443,345.3,152967.90
6891,2022081401012847,HDL,35,45,100,3530,353000.00
